id,timestamp,event,team,venue,team_home,team_away,period,perspective,strength,p1_no,p1_name,p2_no,p2_name,p3_no,p3_name,g_no,goalie_name,home_line,home_players,home_players_names,away_line,away_players,away_players_names,x,y,xG,ScoreState,BoxID,game_id,game_date,competition,season,state
1,0:28,Shot,Seattle Torrent,Away,Ottawa Charge,Seattle Torrent,1,event,5v5,88,Julia Gosling,,,,,33,Gwyneth Philips,,,,,,,49.0,-34.9,,0,O19,268,2026-01-28,PWHL,2025/2026,Regular Season
2,1:04,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,26,Emily Clark,,,,,30,Corinne Schroeder,,,,,,,78.3,1.7,,0,O11,268,2026-01-28,PWHL,2025/2026,Regular Season
3,2:16,Block,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,6,Stephanie Markowski,,,,,30,Corinne Schroeder,,,,,,,31.0,-3.1,,0,O25,268,2026-01-28,PWHL,2025/2026,Regular Season
4,3:09,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,23,Sarah Wozniewicz,,,,,30,Corinne Schroeder,,,,,,,54.3,33.1,,0,O23,268,2026-01-28,PWHL,2025/2026,Regular Season
5,3:18,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,19,Brianne Jenner,,,,,30,Corinne Schroeder,,,,,,,-35.7,-5.7,,0,D25,268,2026-01-28,PWHL,2025/2026,Regular Season
6,4:51,Shot,Seattle Torrent,Away,Ottawa Charge,Seattle Torrent,1,event,5v5,11,Emily Brown,,,,,33,Gwyneth Philips,,,,,,,50.3,21.2,,0,O22,268,2026-01-28,PWHL,2025/2026,Regular Season
7,5:16,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,6,Stephanie Markowski,,,,,30,Corinne Schroeder,,,,,,,31.7,-34.9,,0,O24,268,2026-01-28,PWHL,2025/2026,Regular Season
8,5:27,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,8,Kathryn Reilly,,,,,30,Corinne Schroeder,,,,,,,44.3,37.7,,0,O23,268,2026-01-28,PWHL,2025/2026,Regular Season
9,6:34,Block,Seattle Torrent,Away,Ottawa Charge,Seattle Torrent,1,event,5v5,19,Hannah Bilka,,,,,33,Gwyneth Philips,,,,,,,39.7,-17.6,,0,O24,268,2026-01-28,PWHL,2025/2026,Regular Season
10,8:59,Shot,Ottawa Charge,Home,Ottawa Charge,Seattle Torrent,1,event,5v5,17,Gabbie Hughes,,,,,30,Corinne Schroeder,,,,,,,83.3,-25.8,,0,O05,268,2026-01-28,PWHL,2025/2026,Regular Season
