id,timestamp,event,team,venue,team_home,team_away,period,perspective,strength,p1_no,p1_name,p2_no,p2_name,p3_no,p3_name,g_no,goalie_name,home_line,home_players,home_players_names,away_line,away_players,away_players_names,x,y,game_id,game_date,competition,season,state
1,1:07,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,94,Anna Meixner,,,,,35,Ann-Renée Desbiens,,,,,,,16.0,-34.3,176,2025-01-19,PWHL,2024/2025,Regular Season
2,1:12,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,12,Victoria Bach,,,,,35,Ann-Renée Desbiens,,,,,,,53.7,21.2,176,2025-01-19,PWHL,2024/2025,Regular Season
3,1:40,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,94,Anna Meixner,,,,,35,Ann-Renée Desbiens,,,,,,,30.3,-32.6,176,2025-01-19,PWHL,2024/2025,Regular Season
4,3:00,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,13,Alexandra Labelle,,,,,38,Emerance Maschmeyer,,,,,,,-39.0,-3.4,176,2025-01-19,PWHL,2024/2025,Regular Season
5,4:06,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,88,Ronja Savolainen,,,,,35,Ann-Renée Desbiens,,,,,,,40.0,-34.3,176,2025-01-19,PWHL,2024/2025,Regular Season
6,4:07,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,94,Anna Meixner,,,,,35,Ann-Renée Desbiens,,,,,,,75.0,-9.3,176,2025-01-19,PWHL,2024/2025,Regular Season
7,4:34,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,10,Alexa Vasko,,,,,35,Ann-Renée Desbiens,,,,,,,46.0,-2.8,176,2025-01-19,PWHL,2024/2025,Regular Season
8,5:13,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,12,Victoria Bach,,,,,35,Ann-Renée Desbiens,,,,,,,83.0,-32.0,176,2025-01-19,PWHL,2024/2025,Regular Season
9,5:44,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,5,Anna Wilgren,,,,,38,Emerance Maschmeyer,,,,,,,-69.3,36.8,176,2025-01-19,PWHL,2024/2025,Regular Season
10,5:52,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,3,Cayla Barnes,,,,,38,Emerance Maschmeyer,,,,,,,-29.7,6.0,176,2025-01-19,PWHL,2024/2025,Regular Season
11,7:26,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,18,Mikyla Grant-Mentis,,,,,38,Emerance Maschmeyer,,,,,,,-61.7,-37.1,176,2025-01-19,PWHL,2024/2025,Regular Season
12,7:35,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,42,Claire Dalton,,,,,38,Emerance Maschmeyer,,,,,,,-87.0,-7.6,176,2025-01-19,PWHL,2024/2025,Regular Season
13,7:39,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,9,Kati Tabin,,,,,38,Emerance Maschmeyer,,,,,,,-61.3,19.8,176,2025-01-19,PWHL,2024/2025,Regular Season
14,9:51,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,17,Gabbie Hughes,,,,,35,Ann-Renée Desbiens,,,,,,,23.0,-2.3,176,2025-01-19,PWHL,2024/2025,Regular Season
15,10:53,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,3,Zoe Boyd,,,,,35,Ann-Renée Desbiens,,,,,,,73.0,-36.0,176,2025-01-19,PWHL,2024/2025,Regular Season
16,10:57,Penalty,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,35,Ann-Renée Desbiens,,,,,,,,,,,,,,,176,2025-01-19,PWHL,2024/2025,Regular Season
17,11:23,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v4,92,Danielle Serdachny,,,,,35,Ann-Renée Desbiens,,,,,,,67.0,21.8,176,2025-01-19,PWHL,2024/2025,Regular Season
18,12:08,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v4,19,Brianne Jenner,,,,,35,Ann-Renée Desbiens,,,,,,,47.0,15.0,176,2025-01-19,PWHL,2024/2025,Regular Season
19,12:20,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v4,26,Emily Clark,,,,,35,Ann-Renée Desbiens,,,,,,,71.0,-19.8,176,2025-01-19,PWHL,2024/2025,Regular Season
20,12:32,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v4,26,Emily Clark,,,,,35,Ann-Renée Desbiens,,,,,,,65.3,-19.0,176,2025-01-19,PWHL,2024/2025,Regular Season
21,12:43,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v4,26,Emily Clark,,,,,35,Ann-Renée Desbiens,,,,,,,61.7,-27.2,176,2025-01-19,PWHL,2024/2025,Regular Season
22,13:11,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,9,Kati Tabin,,,,,38,Emerance Maschmeyer,,,,,,,-36.0,32.3,176,2025-01-19,PWHL,2024/2025,Regular Season
23,14:06,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,3,Cayla Barnes,,,,,38,Emerance Maschmeyer,,,,,,,-56.0,20.7,176,2025-01-19,PWHL,2024/2025,Regular Season
24,14:29,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,24,Abby Boreen,,,,,38,Emerance Maschmeyer,,,,,,,-76.3,9.3,176,2025-01-19,PWHL,2024/2025,Regular Season
25,14:46,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,3,Cayla Barnes,,,,,38,Emerance Maschmeyer,,,,,,,-29.0,-30.6,176,2025-01-19,PWHL,2024/2025,Regular Season
26,15:02,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,25,Lina Ljungblom,,,,,38,Emerance Maschmeyer,,,,,,,-81.0,-2.8,176,2025-01-19,PWHL,2024/2025,Regular Season
27,15:08,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,21,Maureen Murphy,,,,,38,Emerance Maschmeyer,,,,,,,-57.3,-8.5,176,2025-01-19,PWHL,2024/2025,Regular Season
28,15:23,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,43,Kristin O'Neill,,,,,38,Emerance Maschmeyer,,,,,,,-53.3,4.5,176,2025-01-19,PWHL,2024/2025,Regular Season
29,15:53,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,21,Ashton Bell,,,,,35,Ann-Renée Desbiens,,,,,,,68.0,17.6,176,2025-01-19,PWHL,2024/2025,Regular Season
30,16:05,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,88,Ronja Savolainen,,,,,35,Ann-Renée Desbiens,,,,,,,58.0,-16.4,176,2025-01-19,PWHL,2024/2025,Regular Season
31,16:18,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,92,Danielle Serdachny,,,,,35,Ann-Renée Desbiens,,,,,,,55.0,-13.3,176,2025-01-19,PWHL,2024/2025,Regular Season
32,16:51,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,3,Zoe Boyd,,,,,35,Ann-Renée Desbiens,,,,,,,41.7,32.0,176,2025-01-19,PWHL,2024/2025,Regular Season
33,19:11,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,1,event,5v5,21,Maureen Murphy,,,,,38,Emerance Maschmeyer,,,,,,,-65.0,0.8,176,2025-01-19,PWHL,2024/2025,Regular Season
34,19:40,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,13,Tereza Vanišová,,,,,35,Ann-Renée Desbiens,,,,,,,77.7,11.1,176,2025-01-19,PWHL,2024/2025,Regular Season
35,19:48,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,71,Jincy Roese,,,,,35,Ann-Renée Desbiens,,,,,,,33.0,4.0,176,2025-01-19,PWHL,2024/2025,Regular Season
36,19:55,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,1,event,5v5,88,Ronja Savolainen,,,,,35,Ann-Renée Desbiens,,,,,,,67.0,-28.9,176,2025-01-19,PWHL,2024/2025,Regular Season
37,0:28,Shot,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,2,event,5v5,17,Gabbie Hughes,,,,,35,Ann-Renée Desbiens,,,,,,,60.3,-21.5,176,2025-01-19,PWHL,2024/2025,Regular Season
38,1:11,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,2,event,5v5,25,Lina Ljungblom,,,,,38,Emerance Maschmeyer,,,,,,,-54.3,10.2,176,2025-01-19,PWHL,2024/2025,Regular Season
39,1:54,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,2,event,5v5,92,Danielle Serdachny,,,,,35,Ann-Renée Desbiens,,,,,,,41.7,13.6,176,2025-01-19,PWHL,2024/2025,Regular Season
40,2:06,Block,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,2,event,5v5,88,Ronja Savolainen,,,,,35,Ann-Renée Desbiens,,,,,,,40.3,-26.4,176,2025-01-19,PWHL,2024/2025,Regular Season
41,3:10,Penalty,Ottawa Charge,Away,Montréal Victoire,Ottawa Charge,2,event,5v5,10,Alexa Vasko,,,,,,,,,,,,,,,176,2025-01-19,PWHL,2024/2025,Regular Season
42,4:06,Shot,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,2,event,5v4,3,Cayla Barnes,,,,,38,Emerance Maschmeyer,,,,,,,-60.0,26.9,176,2025-01-19,PWHL,2024/2025,Regular Season
43,4:18,Block,Montréal Victoire,Home,Montréal Victoire,Ottawa Charge,2,event,5v5,12,Jenn Gardiner,,,,,38,Emerance Maschmeyer,,,,,,,-49.0,-23.2,176,2025-01-19,PWHL,2024/2025,Regular Season
