id,timestamp,event,team,venue,team_home,team_away,period,perspective,strength,p1_no,p1_name,p2_no,p2_name,p3_no,p3_name,g_no,goalie_name,home_line,home_players,home_players_names,away_line,away_players,away_players_names,x,y,game_id,game_date,competition,season,state
1,0:10,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,61,Nicole Gosling,,,,,82,Kayle Osborne,,,,,,,16.7,17.6,214,2025-11-25,PWHL,2025/2026,Regular Season
2,0:34,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,29,Marie-Philip Poulin,,,,,82,Kayle Osborne,,,,,,,-45.0,14.2,214,2025-11-25,PWHL,2025/2026,Regular Season
3,0:57,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,21,Maureen Murphy,,,,,82,Kayle Osborne,,,,,,,-48.3,-4.0,214,2025-11-25,PWHL,2025/2026,Regular Season
4,1:08,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,9,Kati Tabin,,,,,82,Kayle Osborne,,,,,,,-61.3,-26.4,214,2025-11-25,PWHL,2025/2026,Regular Season
5,1:15,Shot,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,10,Sarah Fillier,,,,,35,Ann-Renée Desbiens,,,,,,,71.0,14.5,214,2025-11-25,PWHL,2025/2026,Regular Season
6,2:16,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,16,Hayley Scamurra,,,,,82,Kayle Osborne,,,,,,,-81.7,-8.8,214,2025-11-25,PWHL,2025/2026,Regular Season
7,2:34,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,88,Skylar Irving,,,,,82,Kayle Osborne,,,,,,,-52.0,13.9,214,2025-11-25,PWHL,2025/2026,Regular Season
8,3:05,Block,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,19,Kaitlin Willoughby,,,,,82,Kayle Osborne,,,,,,,-33.0,3.7,214,2025-11-25,PWHL,2025/2026,Regular Season
9,3:08,Penalty,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,81,Kayla Vespa,,,,,,,,,,,,,,,214,2025-11-25,PWHL,2025/2026,Regular Season
10,3:34,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v4,29,Marie-Philip Poulin,,,,,82,Kayle Osborne,,,,,,,-83.0,12.2,214,2025-11-25,PWHL,2025/2026,Regular Season
11,3:59,Block,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v4,21,Maureen Murphy,,,,,82,Kayle Osborne,,,,,,,-37.3,-21.5,214,2025-11-25,PWHL,2025/2026,Regular Season
12,4:19,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v4,28,Catherine Dubois,,,,,82,Kayle Osborne,,,,,,,-77.7,2.5,214,2025-11-25,PWHL,2025/2026,Regular Season
13,6:05,Block,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,28,Micah Zandee-Hart,,,,,35,Ann-Renée Desbiens,,,,,,,35.3,30.9,214,2025-11-25,PWHL,2025/2026,Regular Season
14,7:20,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,9,Kati Tabin,,,,,82,Kayle Osborne,,,,,,,61.7,-3.1,214,2025-11-25,PWHL,2025/2026,Regular Season
15,8:45,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,27,Shiann Darkangelo,,,,,82,Kayle Osborne,,,,,,,-72.3,29.5,214,2025-11-25,PWHL,2025/2026,Regular Season
16,9:05,Shot,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,26,Casey O'Brien,,,,,35,Ann-Renée Desbiens,,,,,,,54.3,13.0,214,2025-11-25,PWHL,2025/2026,Regular Season
17,9:14,Shot,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,26,Casey O'Brien,,,,,35,Ann-Renée Desbiens,,,,,,,80.7,3.4,214,2025-11-25,PWHL,2025/2026,Regular Season
18,9:42,Block,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,14,Jaime Bourbonnais,,,,,35,Ann-Renée Desbiens,,,,,,,31.7,-26.6,214,2025-11-25,PWHL,2025/2026,Regular Season
19,9:48,Block,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,20,Allyson Simpson,,,,,35,Ann-Renée Desbiens,,,,,,,28.3,-8.2,214,2025-11-25,PWHL,2025/2026,Regular Season
20,9:52,Shot,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,19,Paetyn Levis,,,,,35,Ann-Renée Desbiens,,,,,,,77.7,6.8,214,2025-11-25,PWHL,2025/2026,Regular Season
21,10:05,Block,New York Sirens,Away,Montréal Victoire,New York Sirens,1,event,5v5,14,Jaime Bourbonnais,,,,,35,Ann-Renée Desbiens,,,,,,,47.0,38.5,214,2025-11-25,PWHL,2025/2026,Regular Season
22,10:34,Block,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,91,Maggie Flaherty,,,,,82,Kayle Osborne,,,,,,,-27.0,9.3,214,2025-11-25,PWHL,2025/2026,Regular Season
23,10:54,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,29,Marie-Philip Poulin,,,,,82,Kayle Osborne,,,,,,,-49.7,13.3,214,2025-11-25,PWHL,2025/2026,Regular Season
24,10:55,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,9,Kati Tabin,,,,,82,Kayle Osborne,,,,,,,-82.3,13.3,214,2025-11-25,PWHL,2025/2026,Regular Season
25,11:03,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,23,Erin Ambrose,,,,,82,Kayle Osborne,,,,,,,-33.3,-14.7,214,2025-11-25,PWHL,2025/2026,Regular Season
26,11:09,Block,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,7,Laura Stacey,,,,,82,Kayle Osborne,,,,,,,-29.3,6.0,214,2025-11-25,PWHL,2025/2026,Regular Season
27,11:37,Shot,Montréal Victoire,Home,Montréal Victoire,New York Sirens,1,event,5v5,11,Abby Roque,,,,,82,Kayle Osborne,,,,,,,-91.0,-11.3,214,2025-11-25,PWHL,2025/2026,Regular Season
