id,timestamp,event,team,venue,team_home,team_away,period,perspective,strength,p1_no,p1_name,p2_no,p2_name,p3_no,p3_name,g_no,goalie_name,home_line,home_players,home_players_names,away_line,away_players,away_players_names,x,y,game_id,game_date,competition,season,state
1,0:50,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,13,Grace Zumwinkle,,,,,30,Corinne Schroeder,,,,,,,-62.0,5.7,186,2025-04-27,PWHL,2024/2025,Regular Season
2,1:42,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,19,Maggie Flaherty,,,,,30,Corinne Schroeder,,,,,,,-50.0,19.6,186,2025-04-27,PWHL,2024/2025,Regular Season
3,2:00,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,16,Sophie Jaques,,,,,30,Corinne Schroeder,,,,,,,-82.3,-7.4,186,2025-04-27,PWHL,2024/2025,Regular Season
4,2:00,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,19,Paetyn Levis,,,,,35,Maddie Rooney,,,,,,,47.0,-3.4,186,2025-04-27,PWHL,2024/2025,Regular Season
5,4:23,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,41,Denisa Křížová,,,,,30,Corinne Schroeder,,,,,,,-78.0,0.8,186,2025-04-27,PWHL,2024/2025,Regular Season
6,4:33,Block,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,22,Natalie Buchbinder,,,,,30,Corinne Schroeder,,,,,,,-55.0,-16.1,186,2025-04-27,PWHL,2024/2025,Regular Season
7,4:48,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,41,Denisa Křížová,,,,,30,Corinne Schroeder,,,,,,,-80.0,7.4,186,2025-04-27,PWHL,2024/2025,Regular Season
8,5:09,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,26,Kendall Coyne Schofield,,,,,30,Corinne Schroeder,,,,,,,-71.7,19.6,186,2025-04-27,PWHL,2024/2025,Regular Season
9,6:02,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,13,Grace Zumwinkle,,,,,30,Corinne Schroeder,,,,,,,-71.7,-15.6,186,2025-04-27,PWHL,2024/2025,Regular Season
10,6:14,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,3,Brooke McQuigge,,,,,30,Corinne Schroeder,,,,,,,-50.3,-4.2,186,2025-04-27,PWHL,2024/2025,Regular Season
11,6:51,Block,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,25,Alex Carpenter,,,,,35,Maddie Rooney,,,,,,,45.7,-30.6,186,2025-04-27,PWHL,2024/2025,Regular Season
12,7:19,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,16,Sophie Jaques,,,,,30,Corinne Schroeder,,,,,,,-64.3,-9.1,186,2025-04-27,PWHL,2024/2025,Regular Season
13,7:22,Penalty,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,17,Ella Shelton,,,,,,,,,,,,,,,186,2025-04-27,PWHL,2024/2025,Regular Season
14,8:00,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v4,16,Sophie Jaques,,,,,30,Corinne Schroeder,,,,,,,-52.0,3.1,186,2025-04-27,PWHL,2024/2025,Regular Season
15,8:30,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v4,42,Claire Thompson,,,,,30,Corinne Schroeder,,,,,,,-79.7,10.5,186,2025-04-27,PWHL,2024/2025,Regular Season
16,8:37,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v4,42,Claire Thompson,,,,,30,Corinne Schroeder,,,,,,,-71.0,4.5,186,2025-04-27,PWHL,2024/2025,Regular Season
17,8:57,Block,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v4,86,Michela Cava,,,,,30,Corinne Schroeder,,,,,,,-66.0,22.1,186,2025-04-27,PWHL,2024/2025,Regular Season
18,9:09,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v4,23,Mellissa Channell-Watkins,,,,,30,Corinne Schroeder,,,,,,,-75.0,-7.6,186,2025-04-27,PWHL,2024/2025,Regular Season
19,10:19,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,6,Katy Knoll,,,,,30,Corinne Schroeder,,,,,,,-84.3,7.1,186,2025-04-27,PWHL,2024/2025,Regular Season
20,10:24,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,18,Élizabeth Giguère,,,,,35,Maddie Rooney,,,,,,,45.0,20.1,186,2025-04-27,PWHL,2024/2025,Regular Season
21,11:02,Block,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,77,Britta Curl-Salemme,,,,,30,Corinne Schroeder,,,,,,,-60.3,12.2,186,2025-04-27,PWHL,2024/2025,Regular Season
22,11:09,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,10,Sarah Fillier,,,,,35,Maddie Rooney,,,,,,,72.3,2.5,186,2025-04-27,PWHL,2024/2025,Regular Season
23,11:32,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,13,Elle Hartje,,,,,35,Maddie Rooney,,,,,,,69.3,5.1,186,2025-04-27,PWHL,2024/2025,Regular Season
24,12:04,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,86,Michela Cava,,,,,30,Corinne Schroeder,,,,,,,-66.3,-5.4,186,2025-04-27,PWHL,2024/2025,Regular Season
25,12:18,Shot,Minnesota Frost,Home,Minnesota Frost,New York Sirens,1,event,5v5,26,Kendall Coyne Schofield,,,,,30,Corinne Schroeder,,,,,,,-78.3,9.9,186,2025-04-27,PWHL,2024/2025,Regular Season
26,12:48,Block,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,25,Alex Carpenter,,,,,35,Maddie Rooney,,,,,,,47.0,1.7,186,2025-04-27,PWHL,2024/2025,Regular Season
27,13:26,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,10,Sarah Fillier,,,,,35,Maddie Rooney,,,,,,,50.3,9.6,186,2025-04-27,PWHL,2024/2025,Regular Season
28,16:09,Shot,New York Sirens,Away,Minnesota Frost,New York Sirens,1,event,5v5,18,Élizabeth Giguère,,,,,35,Maddie Rooney,,,,,,,59.3,28.1,186,2025-04-27,PWHL,2024/2025,Regular Season
