Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,3483
70,Kendra Woodland,G,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,
3,Jocelyne Larocque,LD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1462
5,Rory Guilday,LD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1413
6,Stephanie Markowski,LD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,674
8,Kathryn Reilly,RD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1004
9,Vita Poniatovskaia,RD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,441
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,499
16,Kateřina Mrázová,C,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,911
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1098
19,Brianne Jenner,C,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1262
22,Taylor House,LW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,473
23,Sarah Wozniewicz,LW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1190
25,Emma Greco,RD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,435
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,965
27,Brooke McQuigge,RW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,431
29,Peyton Hemp,RW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,932
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1261
71,Fanuza Kadirova,LW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,934
86,Michela Cava,RW,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,887
88,Ronja Savolainen,RD,Home,Ottawa Charge,#D1011B,282,2026-04-03,PWHL,2025/2026,Regular Season,1242
1,Megan Warrener,G,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,
30,Sandra Abstreiter,G,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,3600
7,Laura Stacey,RW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,1277
9,Kati Tabin,LD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,994
11,Abby Roque,RW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,1240
13,Alexandra Labelle,C,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,651
16,Hayley Scamurra,C,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,1027
17,Dara Greig,LW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,903
19,Kaitlin Willoughby,RW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,493
22,Jessica DiGirolamo,LD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,897
23,Erin Ambrose,RD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,926
25,Lina Ljungblom,C,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,801
27,Shiann Darkangelo,C,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,962
28,Catherine Dubois,LW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,769
44,Amanda Boulier,RD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,1057
61,Nicole Gosling,LD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,1287
77,Jade Downie-Landry,RW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,563
88,Skylar Irving,LW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,909
91,Maggie Flaherty,RD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,782
93,Nadia Mattivi,LD,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,590
96,Natálie Mlýnková,LW,Away,Montréal Victoire,#8F001E,282,2026-04-03,PWHL,2025/2026,Regular Season,507
