Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Emma Söderberg,G,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,3600
35,Cami Kronish,G,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,
2,Emily Brown,LD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1145
5,Megan Keller,LD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1426
7,Sidney Morin,RD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1019
9,Sophie Shirley,RW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,601
11,Alina Müller,C,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,962
12,Taylor Wenczkowski,RW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,255
13,Kaleigh Fratkin,RD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,834
16,Amanda Pelkey,LW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,248
17,Taylor Girard,LW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,920
19,Gigi Marvin,LD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1077
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1153
21,Hilary Knight,RW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1209
22,Jessica DiGirolamo,RD,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1111
27,Shiann Darkangelo,C,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,759
36,Loren Gabel,RW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,752
37,Theresa Schafzahl,LW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,882
47,Jamie Lee Rattray,LW,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1174
88,Susanna Tapani,C,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,1348
97,Jess Healey,D,Home,Boston Fleet,#004D29,29,2024-02-14,PWHL,2023/2024,Regular Season,151
37,Erica Howe,G,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,
50,Kristen Campbell,G,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,3600
3,Jocelyne Larocque,LD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1634
5,Lauriane Rougeau,RD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1006
6,Kali Flanagan,RD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1155
10,Alexa Vasko,C,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,514
12,Allie Munroe,LD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,978
14,Renata Fast,RD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1655
17,Samantha Cogan,LW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,535
18,Jesse Compher,RW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,686
19,Rebecca Leslie,RW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,707
20,Sarah Nurse,C,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1017
22,Maggie Connors,LW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,739
24,Natalie Spooner,RW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1217
27,Emma Maltais,LW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1209
28,Kaitlin Willoughby,RW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,279
34,Hannah Miller,LW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,704
40,Blayre Turnbull,C,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,1078
41,Brittany Howard,RW,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,379
51,Victoria Bach,C,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,784
76,Maude Poulin-Labelle,LD,Away,Toronto Sceptres,#377BC2,29,2024-02-14,PWHL,2023/2024,Regular Season,593
