Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
37,Erica Howe,G,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,
50,Kristen Campbell,G,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,3598
3,Jocelyne Larocque,LD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1682
5,Lauriane Rougeau,LD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,651
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1462
7,Olivia Knowles,RD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,649
10,Alexa Vasko,C,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,653
12,Allie Munroe,LD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,948
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1520
17,Samantha Cogan,LW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,439
18,Jesse Compher,C,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,185
19,Rebecca Leslie,RW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,552
20,Sarah Nurse,C,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1026
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,885
24,Natalie Spooner,RW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1136
27,Emma Maltais,LW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1011
28,Kaitlin Willoughby,RW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,805
34,Hannah Miller,LW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,918
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,1136
41,Brittany Howard,RW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,650
51,Victoria Bach,LW,Home,Toronto Sceptres,#377BC2,72,2024-05-05,PWHL,2023/2024,Regular Season,820
30,Sandra Abstreiter,G,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,
38,Emerance Maschmeyer,G,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,3375
2,Aneta Tejralová,RD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1337
5,Samantha Isbell,LD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,324
8,Natalie Snodgrass,C,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,885
9,Daryl Watts,LW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1128
10,Becca Gilmore,LW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,761
11,Akane Shiga,RW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,259
13,Tereza Vanišová,RW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,885
14,Hayley Scamurra,RW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1112
15,Savannah Harmon,LD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1783
16,Kateřina Mrázová,C,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1098
17,Gabbie Hughes,C,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1234
19,Brianne Jenner,RW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1168
20,Sammy Davis,LW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,70
21,Ashton Bell,RD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1641
24,Emma Buckles,RD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,38
26,Emily Clark,LW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1255
27,Shiann Darkangelo,C,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,428
71,Jincy Roese,LD,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,1684
81,Rosalie Demers,LW,Away,Ottawa Charge,#D1011B,72,2024-05-05,PWHL,2023/2024,Regular Season,141
