Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,3500
35,Logan Angers,G,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,
2,Aneta Tejralová,RD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,828
3,Zoe Boyd,RD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1014
6,Stephanie Markowski,RD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,326
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,578
12,Victoria Bach,LW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,372
13,Tereza Vanišová,LW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1110
16,Kateřina Mrázová,C,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1044
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1148
18,Mannon McMahon,RW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,845
19,Brianne Jenner,RW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1105
21,Ashton Bell,RD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1181
23,Jocelyne Larocque,LD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1217
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1280
27,Shiann Darkangelo,C,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1041
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,522
71,Jincy Roese,LD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1002
88,Ronja Savolainen,LD,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,1201
92,Danielle Serdachny,RW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,866
94,Anna Meixner,LW,Home,Ottawa Charge,#D1011B,191,2025-04-30,PWHL,2024/2025,Regular Season,683
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,3600
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,
2,Lee Stecklein,RD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1297
3,Brooke McQuigge,LW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,900
6,Katy Knoll,RW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,509
7,Claire Butorac,RW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,0
9,Mae Batherson,LD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,652
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1194
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1169
14,Dominique Petrie,C,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,752
16,Sophie Jaques,RD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1427
21,Liz Schepers,C,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,556
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,665
23,Mellissa Channell-Watkins,LD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1155
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1253
27,Taylor Heise,C,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1046
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,693
42,Claire Thompson,LD,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,1459
71,Klára Hymlárová,LW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,620
77,Britta Curl-Salemme,RW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,743
86,Michela Cava,RW,Away,Minnesota Frost,#353364,191,2025-04-30,PWHL,2024/2025,Regular Season,919
