Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
1,Raygan Kirk,G,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,3900
29,Elaine Chuli,G,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,
2,Jessica Kondas,LD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,196
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1621
9,Daryl Watts,LW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1384
10,Hanna Baskin,LD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,314
11,Kiara Zanon,LW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1196
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1420
15,Savannah Harmon,LD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1718
17,Ella Shelton,LD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1430
18,Jesse Compher,RW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1267
19,Sara Hjalmarsson,LW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,738
20,Emma Gentry,C,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,815
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,497
24,Natalie Spooner,RW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1093
25,Clara Van Wieren,C,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,424
27,Emma Maltais,C,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1264
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,1259
42,Claire Dalton,RW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,829
67,Emma Woods,RW,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,408
71,Anna Kjellbin,RD,Home,Toronto Sceptres,#377BC2,245,2026-01-03,PWHL,2025/2026,Regular Season,584
30,Corinne Schroeder,G,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,3900
83,Hannah Murphy,G,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,
3,Cayla Barnes,RD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1413
5,Anna Wilgren,LD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1457
7,Lily Delianedis,C,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,340
8,Natalie Snodgrass,LW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1052
9,Jessie Eldridge,RW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,986
11,Emily Brown,RD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1288
13,Mikyla Grant-Mentis,C,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1105
17,Brooke Bryant,RW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,402
19,Hannah Bilka,LW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1071
20,Mariah Keopple,LD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1117
21,Hilary Knight,RW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1297
24,Lyndie Lobdell,RD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,974
25,Alex Carpenter,C,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1249
27,Megan Carter,LD,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1009
66,Marah Wagner,LW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,542
78,Lexie Adzija,RW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,963
88,Julia Gosling,LW,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1109
92,Danielle Serdachny,C,Away,Seattle Torrent,#0A5458,245,2026-01-03,PWHL,2025/2026,Regular Season,1016
