Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,3600
35,Logan Angers,G,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,
2,Aneta Tejralová,RD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1069
5,Samantha Isbell,LD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,0
6,Stephanie Markowski,RD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1136
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,798
12,Victoria Bach,LW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,738
13,Tereza Vanišová,LW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,901
16,Kateřina Mrázová,C,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,906
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,831
18,Mannon McMahon,RW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,719
19,Brianne Jenner,RW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,919
21,Ashton Bell,RD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1101
23,Jocelyne Larocque,LD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1147
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,946
27,Shiann Darkangelo,C,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,896
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,733
71,Jincy Roese,LD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1130
88,Ronja Savolainen,LD,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1207
92,Danielle Serdachny,RW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1005
94,Anna Meixner,LW,Home,Ottawa Charge,#D1011B,188,2025-04-26,PWHL,2024/2025,Regular Season,1011
20,Elaine Chuli,G,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,3600
35,Ann-Renée Desbiens,G,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,
2,Mariah Keopple,LD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,879
3,Cayla Barnes,RD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1554
5,Anna Wilgren,LD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1301
7,Laura Stacey,RW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1026
12,Jenn Gardiner,LW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1094
13,Alexandra Labelle,C,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,957
14,Dominika Lásková,RD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,722
17,Dara Greig,LW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,174
18,Mikyla Grant-Mentis,LW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1044
19,Kaitlin Willoughby,RW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,871
21,Maureen Murphy,LW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,621
23,Erin Ambrose,LD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1373
24,Abby Boreen,RW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,635
25,Lina Ljungblom,C,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,549
28,Catherine Dubois,LW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,717
29,Marie-Philip Poulin,C,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1107
42,Claire Dalton,RW,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,836
43,Kristin O'Neill,C,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,895
44,Amanda Boulier,RD,Away,Montréal Victoire,#8F001E,188,2025-04-26,PWHL,2024/2025,Regular Season,1266
