Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
20,Elaine Chuli,G,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,3562
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,
2,Mariah Keopple,LD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1363
4,Catherine Daoust,RD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1217
6,Madison Bizal,RD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,618
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1210
8,Gabrielle David,LW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,995
9,Kati Tabin,LD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1419
10,Brigitte Laganière,LD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,391
12,Leah Lum,LD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,737
14,Jillian Dempsey,C,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,324
15,Maureen Murphy,RW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,779
16,Sarah Lefort,LW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,635
21,Tereza Vanišová,LW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,685
23,Erin Ambrose,RD,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1368
24,Ann-Sophie Bettez,RW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,898
26,Sarah Bujold,C,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,916
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,872
29,Marie-Philip Poulin,C,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,1235
42,Claire Dalton,RW,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,843
43,Kristin O'Neill,C,Home,Montréal Victoire,#8F001E,33,2024-02-18,PWHL,2023/2024,Regular Season,908
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,3490
2,Lee Stecklein,LD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1668
7,Claire Butorac,RW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,823
11,Sophia Kunin,RW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,773
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1461
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1265
14,Clair DeGeorge,C,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1122
16,Sophie Jaques,RD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1476
17,Brooke Bryant,LW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,468
18,Brittyn Fleming,LW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,851
19,Maggie Flaherty,LD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1263
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1213
23,Mellissa Channell-Watkins,RD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,825
25,Emma Greco,LD,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,707
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1168
36,Dominique Kremer,RW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,413
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1038
86,Michela Cava,C,Away,Minnesota Frost,#353364,33,2024-02-18,PWHL,2023/2024,Regular Season,1221
