Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Corinne Schroeder,G,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,3547
39,Abbey Levy,G,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,
3,Olivia Zafuto,LD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,0
4,Taylor Baker,RD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,907
6,Brooke Hobson,LD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1395
9,Jessie Eldridge,RW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1255
11,Abby Roque,C,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1134
13,Alexandra Labelle,LW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,776
14,Jaime Bourbonnais,RD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1542
16,Alexa Gruschow,C,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,749
17,Ella Shelton,RD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1449
18,Élizabeth Giguère,RW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,676
19,Paetyn Levis,RW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,934
23,Madison Packer,RW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,660
25,Alex Carpenter,C,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1260
27,Jade Downie-Landry,C,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,691
28,Micah Zandee-Hart,D,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1623
44,Jill Saulnier,LW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,965
59,Johanna Fällman,LD,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,138
67,Emma Woods,LW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,1254
71,Savannah Norcross,LW,Home,New York Sirens,#009E90,68,2024-04-20,PWHL,2023/2024,Regular Season,664
31,Aerin Frankel,G,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,3600
35,Cami Kronish,G,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,
2,Emily Brown,RD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1269
5,Megan Keller,LD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1281
7,Sidney Morin,RD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,996
8,Lexie Adzija,C,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,873
9,Sophie Shirley,RW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,808
11,Alina Müller,LW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1251
12,Taylor Wenczkowski,LW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,353
13,Kaleigh Fratkin,RD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1387
16,Amanda Pelkey,RW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,521
17,Taylor Girard,RW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,953
19,Gigi Marvin,C,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,489
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1176
21,Hilary Knight,RW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1324
22,Jessica DiGirolamo,LD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1301
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1143
55,Kelly Babstock,F,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,60
77,Nicole Kosta,LW,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,689
88,Susanna Tapani,C,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,1133
97,Jess Healey,LD,Away,Boston Fleet,#004D29,68,2024-04-20,PWHL,2023/2024,Regular Season,768
