Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
31,Aerin Frankel,G,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,3600
39,Abbey Levy,G,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,
3,Zoe Boyd,LD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,1014
5,Megan Keller,LD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,1335
6,Hadley Hartmetz,RD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,784
8,Haley Winn,RD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,1429
9,Sophie Shirley,RW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,845
11,Alina Müller,C,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,917
13,Liz Schepers,C,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,817
16,Riley Brengman,RD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,1314
17,Theresa Schafzahl,LW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,828
19,Abby Newhook,RW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,851
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,810
25,Laura Kluge,LW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,653
26,Ella Huber,RW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,856
27,Shay Maloney,RW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,940
44,Jill Saulnier,LW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,847
47,Jamie Lee Rattray,LW,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,824
53,Rylind MacKinnon,LD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,456
55,Daniela Pejšová,LD,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,737
77,Susanna Tapani,C,Home,Boston Fleet,#004D29,225,2025-12-07,PWHL,2025/2026,Regular Season,1139
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,3600
2,Lee Stecklein,LD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1518
4,Kendall Cooper,LD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1324
5,Sidney Morin,RD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1209
6,Katy Knoll,RW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,749
7,Claire Butorac,RW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,667
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1075
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1073
14,Dominique Petrie,C,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,882
15,Brooke Becker,RD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,794
21,Mae Batherson,LD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,867
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1160
24,Vanessa Upson,C,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,34
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1049
27,Taylor Heise,C,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,979
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,737
71,Klára Hymlárová,C,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,659
74,Abby Hustler,LW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,1102
77,Britta Curl-Salemme,RW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,989
91,Peyton Anderson,LW,Away,Minnesota Frost,#353364,225,2025-12-07,PWHL,2025/2026,Regular Season,561
