Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
37,Erica Howe,G,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,
50,Kristen Campbell,G,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,3522
3,Jocelyne Larocque,LD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1866
5,Lauriane Rougeau,LD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,428
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1467
10,Alexa Vasko,C,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,142
12,Allie Munroe,LD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1068
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1632
18,Jesse Compher,C,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,969
19,Rebecca Leslie,RW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,979
20,Sarah Nurse,C,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1352
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1191
23,Jess Jones,LW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,135
24,Natalie Spooner,RW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1354
27,Emma Maltais,LW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1119
28,Kaitlin Willoughby,RW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,157
34,Hannah Miller,LW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,954
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1045
41,Brittany Howard,RW,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,1044
76,Maude Poulin-Labelle,RD,Home,Toronto Sceptres,#377BC2,14,2024-01-17,PWHL,2023/2024,Regular Season,477
30,Emma Söderberg,G,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,3600
35,Aerin Frankel,G,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,
2,Emily Brown,LD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1361
5,Megan Keller,LD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1293
7,Sidney Morin,RD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1430
9,Sophie Shirley,RW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,656
11,Alina Müller,C,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1292
12,Taylor Wenczkowski,RW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,135
13,Kaleigh Fratkin,RD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,676
16,Amanda Pelkey,RW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,735
17,Taylor Girard,LW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,537
18,Sophie Jaques,RD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,985
19,Gigi Marvin,C,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,925
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,916
21,Hilary Knight,LW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1220
22,Jessica DiGirolamo,LD,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,959
27,Shiann Darkangelo,C,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,423
36,Loren Gabel,RW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,920
37,Theresa Schafzahl,LW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,1033
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,947
77,Nicole Kosta,RW,Away,Boston Fleet,#004D29,14,2024-01-17,PWHL,2023/2024,Regular Season,377
