Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,3551
35,Logan Angers,G,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,
2,Aneta Tejralová,RD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1235
3,Zoe Boyd,RD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,534
6,Stephanie Markowski,RD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,733
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,622
12,Victoria Bach,LW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,596
13,Tereza Vanišová,LW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,959
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1299
18,Mannon McMahon,RW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1163
19,Brianne Jenner,RW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,707
21,Ashton Bell,RD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1036
22,Taylor House,RW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,524
23,Jocelyne Larocque,LD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,929
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1357
27,Shiann Darkangelo,C,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1038
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,727
71,Jincy Roese,LD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1315
88,Ronja Savolainen,LD,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,1082
92,Danielle Serdachny,C,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,857
94,Anna Meixner,LW,Home,Ottawa Charge,#D1011B,167,2025-03-25,PWHL,2024/2025,Regular Season,884
39,Abigail Levy,G,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,
82,Kayle Osborne,G,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,3600
6,Brooke Hobson,LD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,612
7,Olivia Knowles,RD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,0
9,Jessie Eldridge,RW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1100
10,Sarah Fillier,LW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1071
11,Abby Roque,C,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1283
12,Chloé Aurard,LW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,289
13,Elle Hartje,LW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1238
14,Jaime Bourbonnais,RD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1531
15,Gabby Rosenthal,C,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,879
16,Lauren Bernard,RD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,181
17,Ella Shelton,LD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1692
19,Paetyn Levis,RW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,744
20,Allyson Simpson,RD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1228
25,Alex Carpenter,C,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1174
27,Jade Downie-Landry,RW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,915
28,Micah Zandee-Hart,LD,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,1533
29,Emmy Fecteau,RW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,354
40,Noora Tulus,C,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,415
71,Taylor Girard,LW,Away,New York Sirens,#009E90,167,2025-03-25,PWHL,2024/2025,Regular Season,904
