Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Corinne Schroeder,G,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,3600
39,Abbey Levy,G,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,
4,Taylor Baker,RD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,987
6,Brooke Hobson,LD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,909
9,Jessie Eldridge,RW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1182
10,Kayla Vespa,LW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,664
11,Abby Roque,C,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1110
12,Chloé Aurard-Bushee,LW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,760
13,Alexandra Labelle,C,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,634
14,Jaime Bourbonnais,RD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1450
17,Ella Shelton,RD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1866
18,Élizabeth Giguère,RW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,667
19,Paetyn Levis,RW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,643
23,Madison Packer,RW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,465
25,Alex Carpenter,C,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1382
27,Jade Downie-Landry,C,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,789
28,Micah Zandee-Hart,LD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1499
44,Jill Saulnier,LW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,636
59,Johanna Fällman,LD,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,0
67,Emma Woods,LW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,1132
71,Savannah Norcross,RW,Home,New York Sirens,#009E90,56,2024-03-25,PWHL,2023/2024,Regular Season,183
30,Emma Söderberg,G,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,
31,Aerin Frankel,G,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,3600
2,Emily Brown,LD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1082
5,Megan Keller,LD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1476
7,Sidney Morin,LD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,920
8,Lexie Adzija,LW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,773
9,Sophie Shirley,RW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,782
11,Alina Müller,C,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1141
12,Taylor Wenczkowski,RW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,203
13,Kaleigh Fratkin,RD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1244
16,Amanda Pelkey,RW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,738
17,Taylor Girard,LW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,743
18,Abby Cook,D,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,176
19,Gigi Marvin,LW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,658
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1495
21,Hilary Knight,RW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1258
22,Jessica DiGirolamo,RD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1116
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,1115
77,Nicole Kosta,C,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,246
88,Susanna Tapani,C,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,917
97,Jess Healey,RD,Away,Boston Fleet,#004D29,56,2024-03-25,PWHL,2023/2024,Regular Season,656
