Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,3600
70,Kendra Woodland,G,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,
3,Jocelyne Larocque,LD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1156
5,Rory Guilday,RD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1247
6,Stephanie Markowski,LD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1326
8,Kathryn Reilly,RD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,952
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,504
11,Brooke Hobson,LD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1046
16,Kateřina Mrázová,C,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1013
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,925
18,Mannon McMahon,RW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,917
19,Brianne Jenner,C,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1022
22,Taylor House,C,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,0
23,Sarah Wozniewicz,LW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1123
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,888
29,Peyton Hemp,RW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,823
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1082
71,Fanuza Kadirova,LW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,932
88,Ronja Savolainen,RD,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,1219
94,Anna Meixner,RW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,531
97,Anna Shokhina,LW,Home,Ottawa Charge,#D1011B,249,2026-01-09,PWHL,2025/2026,Regular Season,519
38,Emerance Maschmeyer,G,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,
50,Kristen Campbell,G,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,3530
8,Izzy Daniel,RW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1236
9,Katie Chan,RW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,391
11,Sydney Bard,RD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,566
12,Jenn Gardiner,LW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1335
13,Tereza Vanišová,LW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1092
15,Gabby Rosenthal,C,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,893
16,Sophie Jaques,RD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1440
21,Ashton Bell,RD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1276
22,Abby Boreen,RW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,880
23,Mellissa Channell-Watkins,LD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1157
25,Emma Greco,LD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,530
26,Brooke McQuigge,LW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,321
28,Nina Jobst-Smith,D,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,537
33,Michelle Karvinen,LW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,772
34,Hannah Miller,C,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1353
42,Claire Thompson,LD,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1550
51,Anna Segedi,C,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,945
72,Darcie Lappan,C,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,405
86,Michela Cava,RW,Away,Vancouver Goldeneyes,#10457F,249,2026-01-09,PWHL,2025/2026,Regular Season,1147
