Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Emma Söderberg,G,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,
31,Aerin Frankel,G,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,3600
2,Emily Brown,LD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1263
5,Megan Keller,LD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1339
7,Sidney Morin,RD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,996
9,Sophie Shirley,RW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,347
15,Sydney Bard,RD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1119
16,Amanda Pelkey,LW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,706
17,Taylor Girard,LW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,630
19,Hannah Bilka,LW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1238
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1192
21,Hilary Knight,RW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1356
22,Jessica DiGirolamo,RD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1087
25,Emma Greco,LD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,895
27,Shay Maloney,C,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,471
36,Loren Gabel,RW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,612
37,Theresa Schafzahl,RW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,826
47,Jamie Lee Rattray,LW,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,804
55,Daniela Pejšová,LD,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,252
77,Susanna Tapani,C,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,1283
88,Lexie Adzija,C,Home,Boston Fleet,#004D29,112,2024-12-08,PWHL,2024/2025,Regular Season,710
30,Corinne Schroeder,G,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,3522
39,Abigail Levy,G,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,
4,Taylor Baker,RD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,116
6,Brooke Hobson,LD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,760
8,Maja Nylen Persson,RD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1327
9,Jessie Eldridge,LW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1186
10,Sarah Fillier,RW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1206
11,Abby Roque,C,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1246
12,Chloé Aurard,RW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,294
13,Elle Hartje,LW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,653
14,Jaime Bourbonnais,RD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1393
15,Gabby Rosenthal,C,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,554
18,Élizabeth Giguère,RW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,932
19,Paetyn Levis,RW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,751
20,Allyson Simpson,LD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1332
25,Alex Carpenter,C,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1185
27,Jade Downie-Landry,C,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,946
28,Micah Zandee-Hart,LD,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1687
29,Emmy Fecteau,LW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,455
40,Noora Tulus,LW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,1054
81,Kayla Vespa,LW,Away,New York Sirens,#009E90,112,2024-12-08,PWHL,2024/2025,Regular Season,3
