Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
20,Elaine Chuli,G,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,3513
2,Mariah Keopple,LD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1156
4,Catherine Daoust,RD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1180
6,Madison Bizal,RD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,746
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1360
8,Gabrielle David,C,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,895
9,Kati Tabin,LD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1467
10,Brigitte Laganière,LD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,688
12,Leah Lum,LD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,208
14,Jillian Dempsey,C,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,567
15,Maureen Murphy,RW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,923
16,Sarah Lefort,LW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,709
17,Alexandra Poznikoff,RW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,560
21,Tereza Vanišová,LW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,941
23,Erin Ambrose,RD,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1592
24,Ann-Sophie Bettez,RW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,669
25,Mélodie Daoust,LW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1030
26,Sarah Bujold,C,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,822
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,704
43,Kristin O'Neill,C,Home,Montréal Victoire,#8F001E,49,2024-03-10,PWHL,2023/2024,Regular Season,1256
30,Sandra Abstreiter,G,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,
38,Emerance Maschmeyer,G,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,3501
2,Aneta Tejralová,LD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1449
3,Zoe Boyd,LD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1000
8,Natalie Snodgrass,C,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,874
9,Daryl Watts,LW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1014
10,Becca Gilmore,C,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,671
11,Akane Shiga,RW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,519
14,Hayley Scamurra,RW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1235
15,Savannah Harmon,RD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1354
16,Kateřina Mrázová,C,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1094
17,Gabbie Hughes,C,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1016
19,Brianne Jenner,RW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1058
20,Sammy Davis,LW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,390
21,Ashton Bell,RD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1367
24,Emma Buckles,LD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,0
26,Emily Clark,LW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,1113
28,Amanda Boulier,RD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,634
71,Jincy Roese,LD,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,992
81,Rosalie Demers,RW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,303
88,Lexie Adzija,LW,Away,Ottawa Charge,#D1011B,49,2024-03-10,PWHL,2023/2024,Regular Season,987
