Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
50,Kristen Campbell,G,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,3592
70,Carly Jackson,G,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,
3,Jocelyne Larocque,LD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1384
5,Lauriane Rougeau,LD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,862
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1249
7,Olivia Knowles,RD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,884
10,Alexa Vasko,C,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,497
12,Allie Munroe,LD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1110
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1474
17,Samantha Cogan,LW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,131
18,Jesse Compher,C,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1046
19,Rebecca Leslie,RW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,678
20,Sarah Nurse,C,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1028
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,887
24,Natalie Spooner,RW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1137
27,Emma Maltais,LW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,1023
28,Kaitlin Willoughby,RW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,821
34,Hannah Miller,LW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,890
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,987
41,Brittany Howard,RW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,632
51,Victoria Bach,LW,Home,Toronto Sceptres,#377BC2,63,2024-05-01,PWHL,2023/2024,Regular Season,623
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,3511
2,Lee Stecklein,LD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1334
7,Claire Butorac,LW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,709
10,Sydney Brodt,RW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,0
11,Sophia Kunin,RW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,712
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1029
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,992
14,Clair DeGeorge,LW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,830
16,Sophie Jaques,RD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1259
17,Brooke Bryant,RW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,770
18,Brittyn Fleming,C,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,732
19,Maggie Flaherty,RD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1148
21,Liz Schepers,C,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,964
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,946
23,Mellissa Channell-Watkins,LD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1024
25,Emma Greco,LD,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1117
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1055
27,Taylor Heise,C,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,1106
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,919
86,Michela Cava,RW,Away,Minnesota Frost,#353364,63,2024-05-01,PWHL,2023/2024,Regular Season,930
