Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
20,Elaine Chuli,G,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,3810
2,Mariah Keopple,LD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1215
4,Catherine Daoust,RD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,880
6,Madison Bizal,LD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,611
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1227
8,Gabrielle David,RW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,935
9,Kati Tabin,LD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1369
12,Leah Lum,LD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,644
14,Jillian Dempsey,C,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,667
15,Maureen Murphy,RW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1001
16,Sarah Lefort,LW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,629
22,Kennedy Marchment,LW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,642
23,Erin Ambrose,RD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1347
24,Ann-Sophie Bettez,LW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,940
26,Sarah Bujold,C,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,701
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,817
29,Marie-Philip Poulin,C,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1088
42,Claire Dalton,RW,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,769
43,Kristin O'Neill,C,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1180
96,Dominika Lásková,RD,Home,Montréal Victoire,#8F001E,22,2024-01-27,PWHL,2023/2024,Regular Season,1117
34,Rachel McQuigge,G,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,
38,Emerance Maschmeyer,G,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,3808
3,Zoe Boyd,LD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,853
5,Victoria Howran,LD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,297
8,Natalie Snodgrass,RW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,780
9,Daryl Watts,RW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1250
11,Akane Shiga,RW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,271
13,Mikyla Grant-Mentis,LW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,343
14,Hayley Scamurra,LW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1328
15,Savannah Harmon,LD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1712
16,Kateřina Mrázová,C,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1079
17,Gabbie Hughes,C,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1239
19,Brianne Jenner,C,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1291
21,Ashton Bell,RD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1626
25,Kristin Della Rovere,C,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,219
26,Emily Clark,LW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1143
28,Amanda Boulier,RD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1169
71,Jincy Roese,RD,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1544
88,Lexie Adzija,RW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,1233
94,Fanni Garát-Gasparics,LW,Away,Ottawa Charge,#D1011B,22,2024-01-27,PWHL,2023/2024,Regular Season,712
