Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Corinne Schroeder,G,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,3714
82,Kayle Osborne,G,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,
6,Brooke Hobson,LD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,349
8,Maja Nylen Persson,RD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1362
9,Jessie Eldridge,RW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,930
10,Sarah Fillier,LW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,977
11,Abby Roque,C,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1235
12,Chloé Aurard,LW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,378
13,Elle Hartje,LW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1195
14,Jaime Bourbonnais,RD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1503
15,Gabby Rosenthal,C,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,686
17,Ella Shelton,LD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1401
18,Élizabeth Giguère,RW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,311
19,Paetyn Levis,RW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1093
20,Allyson Simpson,RD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,883
25,Alex Carpenter,C,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1327
27,Jade Downie-Landry,RW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,587
28,Micah Zandee-Hart,LD,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,1336
29,Emmy Fecteau,LW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,317
40,Noora Tulus,C,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,454
71,Taylor Girard,LW,Home,New York Sirens,#009E90,161,2025-03-12,PWHL,2024/2025,Regular Season,292
20,Elaine Chuli,G,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,
35,Ann-Renée Desbiens,G,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,3714
2,Mariah Keopple,LD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,949
3,Cayla Barnes,RD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1221
5,Anna Wilgren,LD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1064
7,Laura Stacey,RW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1465
9,Kati Tabin,LD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1250
12,Jenn Gardiner,LW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1272
17,Dara Greig,LW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,583
18,Mikyla Grant-Mentis,RW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,840
21,Maureen Murphy,RW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,511
23,Erin Ambrose,RD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1288
24,Abby Boreen,RW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,739
25,Lina Ljungblom,LW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,546
26,Clair DeGeorge,C,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,381
28,Catherine Dubois,C,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,649
29,Marie-Philip Poulin,C,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1412
42,Claire Dalton,LW,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,547
43,Kristin O'Neill,C,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,969
44,Amanda Boulier,RD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,1048
71,Anna Kjellbin,RD,Away,Montréal Victoire,#8F001E,161,2025-03-12,PWHL,2024/2025,Regular Season,292
