Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Corinne Schroeder,G,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,3432
39,Abigail Levy,G,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,
3,Olivia Zafuto,LD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,646
4,Taylor Baker,RD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,874
6,Brooke Hobson,LD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,905
9,Jessie Eldridge,RW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1333
10,Kayla Vespa,LW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,471
11,Abby Roque,LW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1558
12,Chloé Aurard,LW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,779
13,Alexandra Labelle,C,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,558
14,Jaime Bourbonnais,RD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1495
17,Ella Shelton,LD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1596
18,Élizabeth Giguère,RW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,783
19,Paetyn Levis,RW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,698
23,Madison Packer,RW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,498
25,Alex Carpenter,C,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1444
27,Jade Downie-Landry,C,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,639
28,Micah Zandee-Hart,RD,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,1143
44,Jill Saulnier,LW,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,587
67,Emma Woods,C,Home,New York Sirens,#009E90,43,2024-03-03,PWHL,2023/2024,Regular Season,891
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,3600
2,Lee Stecklein,LD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1484
7,Claire Butorac,LW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,786
11,Sophia Kunin,RW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,738
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1275
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1206
14,Clair DeGeorge,LW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,460
16,Sophie Jaques,RD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1481
17,Brooke Bryant,LW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,85
18,Brittyn Fleming,C,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,741
19,Maggie Flaherty,RD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,928
21,Liz Schepers,C,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,569
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1109
23,Mellissa Channell-Watkins,LD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1123
24,Abby Boreen,RW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1134
25,Emma Greco,LD,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,948
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1057
27,Taylor Heise,C,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1074
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,1028
86,Michela Cava,RW,Away,Minnesota Frost,#353364,43,2024-03-03,PWHL,2023/2024,Regular Season,438
