Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Sandra Abstreiter,G,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,3593
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1193
9,Kati Tabin,LD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1133
11,Abby Roque,RW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1232
13,Alexandra Labelle,LW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,714
16,Hayley Scamurra,C,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1251
17,Dara Greig,LW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,961
19,Kaitlin Willoughby,RW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,783
22,Jessica DiGirolamo,LD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,941
23,Erin Ambrose,RD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,869
25,Lina Ljungblom,C,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,553
27,Shiann Darkangelo,C,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1056
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,553
44,Amanda Boulier,RD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,887
61,Nicole Gosling,LD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1208
77,Jade Downie-Landry,C,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,742
88,Skylar Irving,LW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1149
91,Maggie Flaherty,RD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,1187
93,Nadia Mattivi,LD,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,594
96,Natálie Mlýnková,RW,Home,Montréal Victoire,#8F001E,305,2026-04-01,PWHL,2025/2026,Regular Season,745
38,Emerance Maschmeyer,G,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,3522
50,Kristen Campbell,G,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,
7,Madison Samoskevich,LD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,0
8,Izzy Daniel,RW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1182
11,Sydney Bard,LD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,642
12,Jenn Gardiner,LW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,755
13,Tereza Vanišová,LW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,665
15,Gabby Rosenthal,C,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,747
16,Sophie Jaques,RD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1943
19,Mannon McMahon,C,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1163
20,Sarah Nurse,C,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1285
21,Ashton Bell,RD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1135
22,Abby Boreen,RW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,974
23,Mellissa Channell-Watkins,LD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1060
28,Nina Jobst-Smith,RD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,592
33,Michelle Karvinen,LW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,435
34,Hannah Miller,LW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1501
42,Claire Thompson,LD,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,1707
51,Anna Segedi,C,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,448
94,Anna Meixner,RW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,875
97,Anna Shokhina,RW,Away,Vancouver Goldeneyes,#10457F,305,2026-04-01,PWHL,2025/2026,Regular Season,382
