Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
38,Emerance Maschmeyer,G,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,3540
50,Kristen Campbell,G,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,
7,Madison Samoskevich,LD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,533
8,Izzy Daniel,RW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1130
11,Sydney Bard,RD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,895
12,Jenn Gardiner,LW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1162
13,Tereza Vanišová,RW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1022
15,Gabby Rosenthal,C,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,591
16,Sophie Jaques,RD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1575
17,Brianna Brooks,F,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,0
19,Mannon McMahon,C,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,812
20,Sarah Nurse,F,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1308
21,Ashton Bell,RD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1265
22,Abby Boreen,RW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,924
23,Mellissa Channell-Watkins,LD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1300
28,Nina Jobst-Smith,LD,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1320
33,Michelle Karvinen,LW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1093
34,Hannah Miller,C,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,1121
51,Anna Segedi,RW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,461
94,Anna Meixner,LW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,552
97,Anna Shokhina,LW,Home,Vancouver Goldeneyes,#10457F,275,2026-03-01,PWHL,2025/2026,Regular Season,417
1,Raygan Kirk,G,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,3600
29,Elaine Chuli,G,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,
2,Jessica Kondas,RD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,45
6,Kali Flanagan,RD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1307
8,Clair DeGeorge,RW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,60
11,Kiara Zanon,LW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1134
12,Allie Munroe,LD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1253
14,Renata Fast,RD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1129
15,Savannah Harmon,LD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1150
16,Lauren Messier,LW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,170
17,Ella Shelton,LD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1256
18,Jesse Compher,RW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1350
19,Sara Hjalmarsson,C,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,629
22,Maggie Connors,LW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1210
24,Natalie Spooner,RW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1188
25,Clara Van Wieren,C,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,435
27,Emma Maltais,C,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1299
40,Blayre Turnbull,C,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,1249
42,Claire Dalton,LW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,859
67,Emma Woods,RW,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,806
71,Anna Kjellbin,RD,Away,Toronto Sceptres,#377BC2,275,2026-03-01,PWHL,2025/2026,Regular Season,857
