Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
37,Callie Shanahan,G,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,3677
82,Kayle Osborne,G,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,
2,Dayle Ross,RD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,390
4,Elle Hartje,LW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,807
7,Savannah Norcross,RW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,379
8,Maja Nylen Persson,RD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1260
10,Sarah Fillier,C,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1374
14,Jaime Bourbonnais,RD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1329
16,Lauren Bernard,LD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,641
18,Maddi Wheeler,LW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,850
19,Paetyn Levis,LW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,828
20,Allyson Simpson,RD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,739
22,Anna Bargman,LW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,358
24,Anne Cherkowski,RW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,984
26,Casey O'Brien,C,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1545
28,Micah Zandee-Hart,LD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1249
29,Emmy Fecteau,RW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,564
43,Kristin O'Neill,C,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1095
71,Jincy Roese,LD,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,800
81,Kayla Vespa,C,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,317
98,Kristýna Kaltounková,RW,Home,New York Sirens,#009E90,260,2026-01-20,PWHL,2025/2026,Regular Season,1397
1,Sanni Ahola,G,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,
33,Gwyneth Philips,G,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,3689
3,Jocelyne Larocque,LD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1335
5,Rory Guilday,RD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1206
6,Stephanie Markowski,LD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1181
8,Kathryn Reilly,RD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,346
10,Alexa Vasko,C,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,762
11,Brooke Hobson,LD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,812
16,Kateřina Mrázová,C,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,971
17,Gabbie Hughes,C,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,776
19,Brianne Jenner,C,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1062
22,Taylor House,LW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,518
23,Sarah Wozniewicz,RW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1033
25,Emma Greco,LD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,763
26,Emily Clark,RW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,698
27,Brooke McQuigge,LW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,625
29,Peyton Hemp,RW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,704
37,Rebecca Leslie,LW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1073
71,Fanuza Kadirova,LW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,936
86,Michela Cava,RW,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,700
88,Ronja Savolainen,RD,Away,Ottawa Charge,#D1011B,260,2026-01-20,PWHL,2025/2026,Regular Season,1317
