Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Sandra Abstreiter,G,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,3690
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1091
9,Kati Tabin,LD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1436
11,Abby Roque,LW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1279
12,Tamara Giaquinto,RD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,814
13,Alexandra Labelle,LW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,529
16,Hayley Scamurra,C,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,906
17,Dara Greig,LW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,978
19,Kaitlin Willoughby,RW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,570
21,Maureen Murphy,RW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,959
22,Jessica DiGirolamo,LD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1178
25,Lina Ljungblom,C,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,549
27,Shiann Darkangelo,C,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1037
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,579
29,Marie-Philip Poulin,C,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,316
44,Amanda Boulier,RD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1377
61,Nicole Gosling,LD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1219
77,Jade Downie-Landry,LW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,962
91,Maggie Flaherty,RD,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1071
96,Natálie Mlýnková,RW,Home,Montréal Victoire,#8F001E,286,2026-03-15,PWHL,2025/2026,Regular Season,1027
31,Aerin Frankel,G,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,3500
39,Abbey Levy,G,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,
5,Megan Keller,LD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1680
6,Hadley Hartmetz,RD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,924
8,Haley Winn,RD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1857
11,Alina Müller,LW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1490
13,Liz Schepers,C,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,745
16,Riley Brengman,RD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,840
17,Theresa Schafzahl,LW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,842
19,Abby Newhook,RW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1231
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,683
25,Laura Kluge,LW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,547
26,Ella Huber,RW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1039
27,Shay Maloney,C,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,829
36,Loren Gabel,RW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,976
44,Jill Saulnier,RW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,539
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,800
53,Rylind MacKinnon,LD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,669
55,Daniela Pejšová,LD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,944
73,Olivia Zafuto,LD,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,251
77,Susanna Tapani,C,Away,Boston Fleet,#004D29,286,2026-03-15,PWHL,2025/2026,Regular Season,1414
