Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
1,Raygan Kirk,G,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,
50,Kristen Campbell,G,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,3600
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1314
8,Izzy Daniel,RW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,626
9,Daryl Watts,LW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,997
12,Allie Munroe,LD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1152
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1446
15,Savannah Harmon,LD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1330
16,Hayley Scamurra,LW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,739
18,Jesse Compher,RW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1104
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,359
23,Megan Carter,LD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,931
24,Natalie Spooner,RW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,867
25,Laura Kluge,C,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,293
27,Emma Maltais,LW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1081
34,Hannah Miller,C,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1223
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,1085
61,Noemi Neubauerová,RW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,277
67,Emma Woods,F,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,467
71,Anna Kjellbin,RD,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,643
88,Julia Gosling,RW,Home,Toronto Sceptres,#377BC2,164,2025-03-19,PWHL,2024/2025,Regular Season,724
30,Corinne Schroeder,G,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,3539
82,Kayle Osborne,G,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,
6,Brooke Hobson,LD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,511
9,Jessie Eldridge,RW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1086
10,Sarah Fillier,LW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1170
11,Abby Roque,C,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1229
12,Chloé Aurard-Bushee,LW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,746
13,Elle Hartje,LW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,994
14,Jaime Bourbonnais,RD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1408
15,Gabby Rosenthal,C,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,889
16,Lauren Bernard,RD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,334
17,Ella Shelton,LD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1609
18,Élizabeth Giguère,RW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,682
19,Paetyn Levis,RW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,781
20,Allyson Simpson,RD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1401
25,Alex Carpenter,C,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1220
27,Jade Downie-Landry,RW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,635
28,Micah Zandee-Hart,LD,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,1529
29,Emmy Fecteau,LW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,106
40,Noora Tulus,C,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,632
71,Taylor Girard,LW,Away,New York Sirens,#009E90,164,2025-03-19,PWHL,2024/2025,Regular Season,662
