Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
29,Nicole Hensley,G,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,3594
35,Maddie Rooney,G,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,
2,Lee Stecklein,LD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1536
7,Claire Butorac,LW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,688
10,Sydney Brodt,RW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,448
11,Sophia Kunin,RW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,706
12,Kelly Pannek,C,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1330
13,Grace Zumwinkle,RW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1233
14,Clair DeGeorge,C,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,474
16,Sophie Jaques,RD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1397
17,Brooke Bryant,LW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,227
18,Brittyn Fleming,C,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,628
19,Maggie Flaherty,RD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,649
21,Liz Schepers,C,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,325
22,Natalie Buchbinder,RD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1495
23,Mellissa Channell-Watkins,LD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1083
25,Emma Greco,LD,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,657
26,Kendall Coyne Schofield,LW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1121
27,Taylor Heise,C,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1132
41,Denisa Křížová,LW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1067
86,Michela Cava,RW,Home,Minnesota Frost,#353364,70,2024-04-27,PWHL,2023/2024,Regular Season,1213
30,Emma Söderberg,G,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,3594
35,Cami Kronish,G,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,
2,Emily Brown,RD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1276
5,Megan Keller,LD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1764
7,Sidney Morin,RD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,910
8,Lexie Adzija,C,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,712
9,Sophie Shirley,RW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,744
11,Alina Müller,LW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1068
13,Kaleigh Fratkin,RD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1165
16,Amanda Pelkey,RW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,925
17,Taylor Girard,RW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,540
18,Abby Cook,D,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,25
19,Gigi Marvin,C,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,621
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1190
21,Hilary Knight,RW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1457
22,Jessica DiGirolamo,LD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1225
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,923
55,Kelly Babstock,LW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,340
77,Nicole Kosta,LW,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,489
88,Susanna Tapani,C,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,1188
97,Jess Healey,LD,Away,Boston Fleet,#004D29,70,2024-04-27,PWHL,2023/2024,Regular Season,553
