Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Sandra Abstreiter,G,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,
35,Ann-Renée Desbiens,G,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,3503
7,Laura Stacey,RW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1041
9,Kati Tabin,D,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1276
11,Abby Roque,C,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1123
12,Tamara Giaquinto,RD,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,771
13,Alexandra Labelle,LW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,615
16,Hayley Scamurra,C,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1130
17,Dara Greig,LW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,821
19,Kaitlin Willoughby,RW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,743
21,Maureen Murphy,RW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,578
22,Jessica DiGirolamo,LD,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1244
25,Lina Ljungblom,C,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,444
27,Shiann Darkangelo,C,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1029
28,Catherine Dubois,LW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,940
44,Amanda Boulier,RD,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1137
61,Nicole Gosling,LD,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1388
77,Jade Downie-Landry,LW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,804
88,Skylar Irving,RW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,620
91,Maggie Flaherty,RD,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,1114
96,Natálie Mlýnková,RW,Home,Montréal Victoire,#8F001E,292,2026-03-19,PWHL,2025/2026,Regular Season,715
30,Corinne Schroeder,G,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,
83,Hannah Murphy,G,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,3520
2,Aneta Tejralová,RD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1288
3,Cayla Barnes,RD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1613
5,Anna Wilgren,LD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1224
7,Lily Delianedis,LW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,541
8,Natalie Snodgrass,LW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1030
10,Jenna Buglioni,C,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,287
11,Emily Brown,RD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,945
17,Brooke Bryant,RW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,439
20,Mariah Keopple,LD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,935
24,Lyndie Lobdell,RD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,285
25,Alex Carpenter,C,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1507
27,Megan Carter,LD,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,939
37,Theresa Schafzahl,LW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1082
52,Jada Habisch,RW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,612
66,Marah Wagner,LW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,365
71,Sydney Langseth,C,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,659
78,Lexie Adzija,RW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1120
88,Julia Gosling,C,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1373
92,Danielle Serdachny,RW,Away,Seattle Torrent,#0A5458,292,2026-03-19,PWHL,2025/2026,Regular Season,1540
