Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Emma Söderberg,G,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,
31,Aerin Frankel,G,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,3600
2,Emily Brown,LD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1184
5,Megan Keller,LD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1408
7,Sidney Morin,RD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1191
9,Sophie Shirley,RW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,672
11,Alina Müller,LW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,922
15,Sydney Bard,RD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1068
16,Amanda Pelkey,RW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,404
19,Hannah Bilka,LW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1141
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,922
21,Hilary Knight,RW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1163
22,Jessica DiGirolamo,LD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1153
27,Shay Maloney,C,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,756
36,Loren Gabel,LW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,306
37,Theresa Schafzahl,LW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,534
44,Jill Saulnier,LW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,385
47,Jamie Lee Rattray,RW,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1028
55,Daniela Pejšová,RD,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1074
77,Susanna Tapani,C,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,1320
88,Lexie Adzija,C,Home,Boston Fleet,#004D29,133,2025-01-22,PWHL,2024/2025,Regular Season,563
1,Raygan Kirk,G,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,
50,Kristen Campbell,G,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,3525
6,Kali Flanagan,RD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1276
8,Izzy Daniel,RW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,692
9,Daryl Watts,LW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1152
12,Allie Munroe,LD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,864
14,Renata Fast,RD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1460
15,Savannah Harmon,LD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1641
16,Hayley Scamurra,LW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,942
18,Jesse Compher,RW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1124
19,Lauren Bernard,RD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,872
20,Sarah Nurse,C,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1214
22,Maggie Connors,LW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,280
27,Emma Maltais,C,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,946
28,Kaitlin Willoughby,RW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,256
34,Hannah Miller,RW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,890
40,Blayre Turnbull,C,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,1296
55,Rylind MacKinnon,LD,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,751
61,Noemi Neubauerová,C,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,184
67,Emma Woods,RW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,671
88,Julia Gosling,LW,Away,Toronto Sceptres,#377BC2,133,2025-01-22,PWHL,2024/2025,Regular Season,741
