Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
1,Raygan Kirk,G,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,
50,Kristen Campbell,G,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,3564
5,Savannah Harmon,LD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1604
6,Kali Flanagan,RD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1526
8,Izzy Daniel,RW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,594
9,Daryl Watts,LW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1108
12,Allie Munroe,LD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1432
14,Renata Fast,RD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1742
15,Anneke Rankila,RW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,149
16,Hayley Scamurra,RW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1205
18,Jesse Compher,C,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,875
19,Lauren Bernard,RD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,480
20,Sarah Nurse,C,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1207
22,Maggie Connors,LW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,242
27,Emma Maltais,LW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1320
34,Hannah Miller,LW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,853
40,Blayre Turnbull,C,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,1349
55,Rylind MacKinnon,LD,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,274
61,Noemi Neubauerová,C,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,294
67,Emma Woods,RW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,698
88,Julia Gosling,RW,Home,Toronto Sceptres,#377BC2,174,2025-01-08,PWHL,2024/2025,Regular Season,735
20,Elaine Chuli,G,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,
35,Ann-Renée Desbiens,G,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,3600
2,Mariah Keopple,LD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1175
3,Cayla Barnes,RD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1355
5,Anna Wilgren,LD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1122
7,Laura Stacey,RW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,993
9,Kati Tabin,LD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1151
12,Jenn Gardiner,LW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,984
13,Alexandra Labelle,C,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,982
17,Dara Greig,LW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,529
18,Mikyla Grant-Mentis,LW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,661
21,Maureen Murphy,RW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,213
23,Erin Ambrose,RD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1255
24,Abby Boreen,RW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1036
25,Lina Ljungblom,LW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1011
26,Clair DeGeorge,C,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,505
28,Catherine Dubois,RW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,587
29,Marie-Philip Poulin,C,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1038
42,Claire Dalton,RW,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,714
43,Kristin O'Neill,C,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,1061
71,Anna Kjellbin,RD,Away,Montréal Victoire,#8F001E,174,2025-01-08,PWHL,2024/2025,Regular Season,774
