Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Emma Söderberg,G,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,
31,Aerin Frankel,G,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,3580
2,Emily Brown,RD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1174
5,Megan Keller,LD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1304
7,Sidney Morin,RD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1159
8,Lexie Adzija,C,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,792
9,Sophie Shirley,RW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,849
11,Alina Müller,LW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1276
12,Taylor Wenczkowski,LW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,256
13,Kaleigh Fratkin,RD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1239
16,Amanda Pelkey,LW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1034
19,Gigi Marvin,C,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,310
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1006
21,Hilary Knight,RW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1621
22,Jessica DiGirolamo,LD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1300
36,Loren Gabel,RW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,400
37,Theresa Schafzahl,RW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,923
47,Jamie Lee Rattray,LW,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,793
55,Kelly Babstock,F,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,143
88,Susanna Tapani,C,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,1397
97,Jess Healey,LD,Home,Boston Fleet,#004D29,95,2024-05-21,PWHL,2023/2024,Playoffs,557
29,Nicole Hensley,G,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,3600
35,Maddie Rooney,G,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,
2,Lee Stecklein,LD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1477
7,Claire Butorac,LW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,656
10,Sydney Brodt,RW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,592
11,Sophia Kunin,RW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,675
12,Kelly Pannek,C,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1218
13,Grace Zumwinkle,RW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1188
14,Clair DeGeorge,C,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,743
16,Sophie Jaques,RD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1466
17,Brooke Bryant,RW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,119
18,Brittyn Fleming,LW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,439
19,Maggie Flaherty,RD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,646
21,Liz Schepers,C,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,925
22,Natalie Buchbinder,RD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1233
23,Mellissa Channell-Watkins,LD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1158
25,Emma Greco,LD,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,866
26,Kendall Coyne Schofield,LW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,1069
27,Taylor Heise,C,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,960
41,Denisa Křížová,LW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,839
86,Michela Cava,RW,Away,Minnesota Frost,#353364,95,2024-05-21,PWHL,2023/2024,Playoffs,812
