Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
30,Emma Söderberg,G,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,
31,Aerin Frankel,G,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,3534
2,Emily Brown,LD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1092
5,Megan Keller,LD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1401
7,Sidney Morin,RD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,921
11,Alina Müller,C,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,901
13,Kaleigh Fratkin,RD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1224
16,Amanda Pelkey,RW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,679
17,Taylor Girard,LW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,755
18,Abby Cook,D,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,621
19,Gigi Marvin,RW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,837
20,Hannah Brandt,C,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,978
21,Hilary Knight,RW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1293
22,Jessica DiGirolamo,RD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,886
27,Shiann Darkangelo,C,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,605
36,Loren Gabel,RW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,656
37,Theresa Schafzahl,LW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,861
47,Jamie Lee Rattray,LW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1262
55,Samantha Isbell,LW,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,312
88,Susanna Tapani,C,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,1345
97,Jess Healey,LD,Home,Boston Fleet,#004D29,83,2024-02-19,PWHL,2023/2024,Regular Season,622
30,Sandra Abstreiter,G,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,
38,Emerance Maschmeyer,G,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,3600
2,Aneta Tejralová,LD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1205
3,Zoe Boyd,RD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,761
8,Natalie Snodgrass,C,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,600
9,Daryl Watts,LW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1142
10,Becca Gilmore,RW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,642
11,Akane Shiga,RW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,516
14,Hayley Scamurra,RW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1021
15,Savannah Harmon,LD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1408
16,Kateřina Mrázová,C,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1124
17,Gabbie Hughes,C,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1068
19,Brianne Jenner,RW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1102
21,Ashton Bell,RD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1390
24,Emma Buckles,LD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,64
25,Kristin Della Rovere,C,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,671
26,Emily Clark,LW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1123
28,Amanda Boulier,RD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1052
71,Jincy Roese,LD,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,1090
88,Lexie Adzija,LW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,885
94,Fanni Garát-Gasparics,LW,Away,Ottawa Charge,#D1011B,83,2024-02-19,PWHL,2023/2024,Regular Season,406
