Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,3612
70,Kendra Woodland,G,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,
3,Jocelyne Larocque,RD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1350
5,Rory Guilday,RD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1181
6,Stephanie Markowski,RD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,613
8,Kathryn Reilly,RD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1392
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,565
11,Brooke Hobson,LD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1208
16,Kateřina Mrázová,C,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,920
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,745
19,Brianne Jenner,C,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1231
22,Taylor House,RW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,414
23,Sarah Wozniewicz,RW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1023
25,Emma Greco,LD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,546
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1158
27,Brooke McQuigge,LW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,485
29,Peyton Hemp,RW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,622
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1235
71,Fanuza Kadirova,LW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,841
86,Michela Cava,LW,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,564
88,Ronja Savolainen,LD,Home,Ottawa Charge,#D1011B,295,2026-03-22,PWHL,2025/2026,Regular Season,1084
30,Sandra Abstreiter,G,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,
35,Ann-Renée Desbiens,G,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,3612
4,Maya Labad,LW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,200
7,Laura Stacey,RW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1331
9,Kati Tabin,LD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1428
11,Abby Roque,C,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1342
12,Tamara Giaquinto,RD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,680
13,Alexandra Labelle,LW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,478
16,Hayley Scamurra,C,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,892
17,Dara Greig,LW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,703
19,Kaitlin Willoughby,RW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,805
22,Jessica DiGirolamo,LD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,944
25,Lina Ljungblom,C,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,444
27,Shiann Darkangelo,C,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,950
28,Catherine Dubois,LW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1059
44,Amanda Boulier,RD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1174
61,Nicole Gosling,LD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1220
77,Jade Downie-Landry,LW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,871
88,Skylar Irving,RW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,819
91,Maggie Flaherty,RD,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,1312
96,Natálie Mlýnková,RW,Away,Montréal Victoire,#8F001E,295,2026-03-22,PWHL,2025/2026,Regular Season,493
