Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
33,Gwyneth Philips,G,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,
38,Emerance Maschmeyer,G,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,3651
2,Aneta Tejralová,LD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1153
3,Zoe Boyd,RD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,791
6,Stephanie Markowski,RD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,729
8,Natalie Snodgrass,RW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,185
10,Alexa Vasko,C,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,388
12,Victoria Bach,LW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,716
13,Tereza Vanišová,LW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,872
17,Gabbie Hughes,C,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,989
18,Mannon McMahon,RW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,755
19,Brianne Jenner,RW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1085
22,Taylor House,C,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,0
23,Jocelyne Larocque,RD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1320
26,Emily Clark,LW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1186
27,Shiann Darkangelo,C,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,982
37,Rebecca Leslie,RW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,682
71,Jincy Roese,LD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1571
88,Ronja Savolainen,LD,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,905
92,Danielle Serdachny,C,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,1178
94,Anna Meixner,LW,Home,Ottawa Charge,#D1011B,178,2025-02-16,PWHL,2024/2025,Regular Season,289
1,Raygan Kirk,G,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,3651
70,Carly Jackson,G,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,
6,Kali Flanagan,RD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1254
8,Izzy Daniel,RW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,945
9,Daryl Watts,LW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1054
12,Allie Munroe,LD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1034
14,Renata Fast,RD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1339
15,Savannah Harmon,LD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1124
16,Hayley Scamurra,LW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,796
18,Jesse Compher,RW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,997
22,Maggie Connors,LW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,486
23,Megan Carter,LD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,999
25,Laura Kluge,C,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,232
27,Emma Maltais,RW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1074
28,Kaitlin Willoughby,RW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,220
34,Hannah Miller,C,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1249
40,Blayre Turnbull,C,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,1180
55,Rylind MacKinnon,RD,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,488
61,Noemi Neubauerová,RW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,150
67,Emma Woods,C,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,629
88,Julia Gosling,LW,Away,Toronto Sceptres,#377BC2,178,2025-02-16,PWHL,2024/2025,Regular Season,694
