Number,Name,Line,Venue,Team,Team Color,Game ID,Date,Competition,Season,State,TOI
29,Nicole Hensley,G,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,3600
35,Maddie Rooney,G,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,
2,Lee Stecklein,LD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1167
7,Claire Butorac,LW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,719
10,Sydney Brodt,RW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,583
11,Sophia Kunin,RW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,708
12,Kelly Pannek,C,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1056
13,Grace Zumwinkle,RW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1006
14,Clair DeGeorge,C,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,620
16,Sophie Jaques,RD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1334
17,Brooke Bryant,RW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,0
18,Brittyn Fleming,LW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,502
19,Maggie Flaherty,RD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,857
21,Liz Schepers,C,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,718
22,Natalie Buchbinder,RD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1173
23,Mellissa Channell-Watkins,LD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1205
25,Emma Greco,LD,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,912
26,Kendall Coyne Schofield,LW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1183
27,Taylor Heise,C,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,999
41,Denisa Křížová,LW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,1051
86,Michela Cava,RW,Home,Minnesota Frost,#353364,96,2024-05-24,PWHL,2023/2024,Playoffs,966
30,Emma Söderberg,G,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,
31,Aerin Frankel,G,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,3527
2,Emily Brown,RD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1221
5,Megan Keller,LD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1523
7,Sidney Morin,RD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1104
8,Lexie Adzija,C,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,574
9,Sophie Shirley,LW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,858
11,Alina Müller,LW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1188
12,Taylor Wenczkowski,LW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,558
13,Kaleigh Fratkin,RD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1119
16,Amanda Pelkey,RW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,775
19,Gigi Marvin,C,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,573
20,Hannah Brandt,C,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,925
21,Hilary Knight,RW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1170
22,Jessica DiGirolamo,LD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1188
36,Loren Gabel,F,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,134
37,Theresa Schafzahl,RW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,845
47,Jamie Lee Rattray,LW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,949
55,Kelly Babstock,RW,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,314
88,Susanna Tapani,C,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,1345
97,Jess Healey,LD,Away,Boston Fleet,#004D29,96,2024-05-24,PWHL,2023/2024,Playoffs,574
